name,country,institution,dblp,expertise
giorgos giannopoulos,greece,athena research,https://dblp.org/pid/42/4419.html,
giovanni simonini,italy,university of modena and reggio emilia,https://dblp.org/pid/151/8293.html,
giovanni simonini,italy,university of modena and reggio emilia,https://dblp.org/pid/151/8293.html,
goce trajcevski,united states,iowa state university,https://dblp.org/pers/t/Trajcevski:Goce.html,
goetz graefe,united states,google,https://dblp.org/pid/g/GoetzGraefe.html,
gong cheng,china,nanjing university,https://dblp.uni-trier.de/pers/hd/c/Cheng_0001:Gong,
gordon cormack,canada,university of waterloo,https://dblp.org/pers/c/Cormack:Gordon_V=.html,
graham cormode,united kingdom,university of warwick,https://dblp.org/pers/c/Cormode:Graham.html,
gregory grefenstette,france,"ihmc and biggerpan, inc",https://dblp.uni-trier.de/pers/g/Grefenstette:Gregory.html,
grigorios loukides,united kingdom,king's college london,https://dblp.org/pid/96/4724.html,
guihai chen,china,nanjing university,https://dblp.org/pid/51/1742.html,
guoliang li,china,tsinghua university,https://dblp.org/pers/l/Li_0001:Guoliang.html,
guoren wang,china,beijing institute of technology,https://dblp.org/pid/64/146.html,
guozhang wang,united states,confluent inc.,https://dblp.org/pid/40/3179.html,
gupta utkarsh,india,1mg.com,https://dblp.org/pid/159/9386.html,
gustavo alonso,switzerland,eth,https://dblp.org/pid/a/GustavoAlonso.html,
h. jagadish,united states,university of michigan,https://dblp.uni-trier.de/pid/j/HVJagadish.html,
haibo hu,hong kong sar,hong kong polytechnic university,https://dblp.org/pid/90/5236-1.html,
hainan zhang,china,"institute of computing and technology, chinese academy of sciences",https://dblp.org/pers/z/Zhang:Hainan.html,
haipeng dai,china,nanjing university,https://dblp.org/pid/124/6911.html,
hai-tao yu,japan,university of tsukuba,https://dblp.uni-trier.de/pid/75/6588-3.html,
haitao yuan,china,tsinghua university,https://dblp.org/pid/267/9406-2.html,
haixun wang,united states,facebook,https://dblp.uni-trier.de/pers/w/Wang:Haixun.html,
hakan ferhatosmanoglu,turkey,university of warwick,https://dblp.uni-trier.de/pers/f/Ferhatosmanoglu:Hakan.html,
hakan ferhatosmanoglu,united kingdom,university of warwick,https://dblp.uni-trier.de/pers/f/Ferhatosmanoglu:Hakan.html,
hamed khanpour,united states,university of north texas,https://dblp.org/pers/k/Khanpour:Hamed.html,
hank korth,united states,lehigh university,https://dblp.org/pers/k/Korth:Henry_F=.html,
hannes muehleisen,netherlands,cwi,https://dblp.uni-trier.de/pid/25/9489.html,
hannes voigt,germany,neo4j,https://dblp.org/pers/v/Voigt:Hannes.html,
hao wei,united states,"amazon, usa",https://dblp.uni-trier.de/pers/h/Hao:Wei.html,
haoyu huang,united states,google,https://dblp.org/pid/172/9415.html,
haridimos kondylakis,greece,forth-ics,https://dblp.org/pid/24/279.html,
harika abburi,india,iiit hyderabad,https://dblp.org/pid/184/2150.html,
harish doraiswamy,united states,independent consultant,https://dblp.org/pid/05/264.html,
heiko mueller,united states,nyu,https://dblp.org/pid/m/HeikoMuller.html,
heiko mueller,united states,nyu,https://dblp.org/pid/m/HeikoMuller.html,
heiner stuckenschmidt,germany,university of mannheim,https://dblp.org/pers/s/Stuckenschmidt:Heiner.html,
heli helskyaho,finland,university of helsinki,https://dblp.uni-trier.de/pers/hd/h/Helskyaho:Heli,
hemant saxena,canada,waterloo univeresity,https://dblp.org/pid/167/2106.html,
herodotos herodotou,cyprus,cyprus univ. technology,https://dblp.org/pers/h/Herodotou:Herodotos.html,
hideaki kimura,united states,google,https://dblp.org/pid/98/5721.html,
hima patel,india,ibm research,https://dblp.org/pid/149/2405.html,
himanshu bhatt,india,iiitd,https://dblp.org/pers/b/Bhatt:Himanshu_S=.html,
himanshu gupta,india,ibm india research laboratory,https://dblp.org/pers/g/Gupta:Himanshu.html,
hiroshi mamitsuka,japan,kyoto university / aalto university,https://dblp.org/pers/m/Mamitsuka:Hiroshi.html,
holger pirk,united kingdom,imperial college,https://dblp.org/pid/08/3969.html,
holger pirk,united kingdom,"imperial college, uk",https://dblp.org/pid/08/3969.html,
holger pirk,united states,mit,https://dblp.org/pid/08/3969.html,
hong cheng,hong kong sar,chinese university of hong kong,https://dblp.uni-trier.de/pid/85/5637-1.html,
hong-jie dai,taiwan,national kaohsiung university of science and technology,https://dblp.uni-trier.de/pers/d/Dai:Hong=Jie.html,
hongning wang,united states,university of virginia,https://dblp.org/pers/w/Wang:Hongning.html,
hongzhi wang,china,harbin institute of technology,https://dblp.uni-trier.de/pid/81/940.html,
hongzhi yin,australia,the university of queensland,https://dblp.org/pid/04/10606.html,
hua lu,denmark,aalborg university,https://dblp.org/pid/l/HuaLu.html,
hua lu,denmark,roskilde university,https://dblp.org/pid/l/HuaLu.html,
huan sun,united states,the ohio state university,https://dblp.org/pid/33/2952.html,
huanchen zhang,china,tsinghua,https://dblp.org/pid/13/8730.html,
huanchen zhang,china,tsinghua university,https://dblp.org/pid/13/8730.html,
hui li,china,xidian university,https://dblp.org/pid/l/HuiLi5.html,
hui li,china,xidian university,https://dblp.org/pid/l/HuiLi5.html,
hui xiong,china,msra,https://dblp.org/pid/x/HuiXiong.html,
huiping cao,united states,new mexico state university,https://dblp.org/pid/04/492.html,
hung ngo,united states,relationalai inc.,https://dblp.uni-trier.de/pers/n/Ngo_0001:Hung_Q=.html,
huy vo,united states,cuny,https://dblp.org/pid/77/6778.html,
hwanjo yu,south korea,postech,https://dblp.org/pers/y/Yu:Hwanjo.html,
hyungsoo jung,south korea,hanyang university,https://dblp.org/pers/j/Jung:Hyungsoo.html,
ibrahim sabek,united states,mit,https://dblp.org/pid/16/8981.html,
ihab ilyas,canada,u. of waterloo,https://dblp.uni-trier.de/pers/i/Ilyas:Ihab_F=.html,
ilaria bartolini,italy,university of bologna,https://dblp.org/pers/b/Bartolini:Ilaria.html,
ilia petrov,germany,reutlingen university,https://dblp.uni-trier.de/pers/p/Petrov:Ilia.html,
ilia petrov,germany,reutlingen university,https://dblp.uni-trier.de/pers/p/Petrov:Ilia.html,
immanuel trummer,united states,cornell,https://dblp.org/pers/t/Trummer:Immanuel.html,
immanuel trummer,switzerland,epfl,https://dblp.org/pers/t/Trummer:Immanuel.html,
indrajit bhattacharya,india,tcs research,https://dblp.org/pid/b/IndrajitBhattacharya.html,
ingemar cox,united kingdom,university college london,https://dblp.org/pers/c/Cox:Ingemar_J=.html,
ingo mueller,switzerland,eth zurich,https://dblp.org/pers/m/M=uuml=ller_0002:Ingo.html,
ioana manolescu,france,inria and institut polytechnique de paris,https://dblp.uni-trier.de/pers/m/Manolescu:Ioana.html,
ioannis demertzis,united states,ucsc,https://dblp.org/pid/181/5758.html,
ioannis konstantinou,greece,national technical university of athens,https://dblp.org/pid/83/741.html,
ion stoica,united states,university of berkeley,https://dblp.org/pid/s/IonStoica.html,
ion stoica,united states,university of berkeley,https://dblp.org/pid/s/IonStoica.html,
ippokratis pandis,united states,amazon,https://dblp.org/pid/p/IppokratisPandis.html,
ippokratis pandis,united states,amazon web services,https://dblp.uni-trier.de/pid/p/IppokratisPandis.html,
iqra altaf gillani,india,indian institute of technology delhi,https://dblp.uni-trier.de/pid/194/2827.html,
ira assent,denmark,university of aarhus,https://dblp.org/pers/a/Assent:Ira.html,
iraklis psaroudakis,united states,oracle,https://dblp.org/pers/p/Psaroudakis:Iraklis.html,
irini fundulaki,greece,"ics forth, greece",https://dblp.uni-trier.de/pers/f/Fundulaki:Irini.html,
isabel cruz,united states,university of illinois at chicago,https://dblp.org/pers/c/Cruz:Isabel_F=.html,
isak karlsson,sweden,stockholm university,https://dblp.org/pers/k/Karlsson:Isak.html,
ismail oukid,germany,snowflake computing,https://dblp.org/pers/o/Oukid:Ismail.html,
iulian sandu popa,france,"inria & david lab.,univ. of versailles saint-quentin, france",https://dblp.org/pers/p/Popa:Iulian_Sandu.html,
jaakko hollmen,finland,aalto university,https://dblp.uni-trier.de/pers/h/Hollm=eacute=n:Jaakko.html,
jae w. lee,south korea,seoul national university,https://dblp.org/pid/21/4685.html,
jae-gil lee,south korea,kaist,https://dblp.org/pers/hd/l/Lee_0001:Jae=Gil,
jaideep vaidya,united states,rutgers university,https://dblp.org/pers/v/Vaidya:Jaideep.html,
james b. wendt,united states,google,https://dblp.uni-trier.de/pers/hd/w/Wendt:James_B=,
james cheney,united kingdom,u edinburgh,https://dblp.org/pid/96/3253.html,
james cheng,hong kong sar,chinese university of hong kong,https://dblp.uni-trier.de/pers/c/Cheng:James.html,
jan toenshoff,germany,rwth,https://dblp.org/pid/249/2597.html,
jana giceva,germany,tu-munich,https://dblp.org/pers/g/Giceva:Jana.html,
jarek szlichta,canada,ontario tech,https://dblp.org/pid/06/9379.html,
jason choi,united states,emory university,https://dblp.uni-trier.de/pers/hd/c/Choi:Jason_Ingyu,
javier parapar,spain,"irlab, computer science dept., university of a corua",https://dblp.org/pers/p/Parapar:Javier.html,
jaydeep sen,india,ibm research ai,https://dblp.org/pid/129/8181.html,
jaydeep sen,india,ibm research ai,https://dblp.org/pid/129/8181.html,
jean-marc petit,france,liris,https://dblp.org/pid/p/JMPetit.html,
jees augustine,united states,micrsoft,https://dblp.org/pid/222/9741.html,
jef wijsen,belgium,university of mons,https://dblp.uni-trier.de/pers/w/Wijsen:Jef.html,
jeff naughton,united states,google,https://dblp.uni-trier.de/pers/n/Naughton:Jeffrey_F=.html,
jeffrey xu yu,hong kong sar,chinese university of hong kong,https://dblp.org/pers/y/Yu:Jeffrey_Xu.html,
jelle hellings,united states,university of california davis,https://dblp.org/pid/05/10671.html,
jennie rogers,united states,northwestern university,https://dblp.uni-trier.de/pers/hd/r/Rogers:Jennie,
jens dittrich,germany,saarland university,https://dblp.org/pers/d/Dittrich:Jens.html,
jens dittrich,germany,saarland university,https://dblp.org/pers/d/Dittrich:Jens.html,
jens teubner,germany,tu dortmund university,https://dblp.uni-trier.de/pers/t/Teubner:Jens.html,
jeong-hyon hwang,united states,university at albany -- state univ. of ny,https://dblp.uni-trier.de/pers/h/Hwang:Jeong=Hyon.html,
jeremy kepner,united states,mit,https://dblp.org/pid/25/6583.html,
jia zou,united states,asu,https://dblp.org/pid/08/4537.html,
jiafeng guo,china,institute of computing technology,https://dblp.org/pers/g/Guo:Jiafeng.html,
jiaheng lu,finland,university of helsinki,https://dblp.uni-trier.de/pers/l/Lu:Jiaheng.html,
jian pei,canada,simon fraser university,https://dblp.org/pers/p/Pei:Jian.html,
jian pei,canada,simon fraser university,https://dblp.org/pers/p/Pei:Jian.html,
jian tan,china,alibaba,https://dblp.org/pid/51/2627.html,
jian tang,canada,hec montreal & mila,https://dblp.org/pers/hd/t/Tang_0005:Jian,
jianfei yu,singapore,singapore management university,https://dblp.org/pers/y/Yu:Jianfei.html,
jianglei han,singapore,sap,https://dblp.org/pid/173/2707.html,
jianguo wang,united states,purdue university,https://dblp.uni-trier.de/pid/64/1071-1.html,
jianhua feng,china,tsinghua university,https://dblp.org/pid/43/6576.html,
jianliang xu,hong kong sar,hong kong baptist university,https://dblp.org/pers/x/Xu:Jianliang.html,
jianmin wang,china,"tsinghua university, china",https://dblp.org/pers/hd/w/Wang_0001:Jianmin,
jiannan wang,canada,simon fraser university,https://dblp.org/pers/w/Wang:Jiannan.html,
jianxin li,australia,deakin university,https://dblp.uni-trier.de/pid/l/JianxinLi.html,
jianye yang,china,hunan university,https://dblp.org/pid/181/9099.html,
jianzhong qi,australia,university of melbourne,https://dblp.org/pid/41/1074-1.html,
jinfei liu,united states,emory university,https://dblp.org/pid/89/9935.html,
jinfei liu,united states,emory university/georgia institute of technology,https://dblp.org/pid/89/9935.html,
jing gao,united states,university at buffalo,https://dblp.uni-trier.de/pers/hd/g/Gao_0004:Jing,
jingren zhou,united states,alibaba group,https://dblp.uni-trier.de/pers/z/Zhou:Jingren.html,
jinyang gao,china,alibaba group,https://dblp.org/pers/g/Gao:Jinyang.html,
ji-rong wen,china,renmin university,https://dblp.uni-trier.de/pers/w/Wen:Ji=Rong.html,
jithin vachery,india,iit madras,https://dblp.org/pid/14/10827.html,
jithin vachery,singapore,nus,https://dblp.org/pid/14/10827.html,
jiwon seo,south korea,hanyang university,https://dblp.org/pid/27/229-2.html,
jiyun luo,united states,pinterest,https://dblp.org/pers/l/Luo:Jiyun.html,
joao magalhaes,portugal,universidade nova de lisboa,https://dblp.uni-trier.de/pers/m/Magalh=atilde=es:Jo=atilde=o.html,
joao palotti,qatar,qatar computing research institute,https://dblp.uni-trier.de/pers/hd/p/Palotti:Jo=atilde=o_R=_M=,
jochen l. leidner,united kingdom,refinitiv labs and university of sheffield,https://dblp.uni-trier.de/pers/l/Leidner:Jochen_L=.html,
joel mackenzie,australia,the university of melbourne,https://dblp.uni-trier.de/pers/m/Mackenzie:Joel.html,
johann gamper,italy,free university of bozen-bolzano,https://dblp.org/pid/59/6952.html,
johann gamper,italy,"free university of bozen-bolzano, italy",https://dblp.org/pid/59/6952.html,
johann-christoph freytag,germany,humboldt-universitt zu berlin,https://dblp.uni-trier.de/pers/f/Freytag:Johann=Christoph.html,
johannes gehrke,united states,microsoft,https://dblp.org/pers/g/Gehrke:Johannes.html,
john boaz lee,united states,worcester polytechnic institute,https://dblp.org/pers/l/Lee:John_Boaz.html,
john krumm,united states,microsoft research,https://dblp.org/pid/34/5936.html,
john liagouris,united states,boston university,https://dblp.org/pid/95/9170.html,
john paparrizos,united states,university of chicago,https://dblp.org/pers/p/Paparrizos:John.html,
johns paul,singapore,nanyang technological university,https://dblp.org/pid/52/6414.html,
jonas traub,germany,technische universitu?t berlin,https://dblp.org/pers/t/Traub:Jonas.html,
jonathan goldstein,united states,microsoft,https://dblp.uni-trier.de/pers/g/Goldstein:Jonathan.html,
jorge arnulfo quiane ruiz,germany,tu berlin,https://dblp.org/pers/q/Quian=eacute==Ruiz:Jorge=Arnulfo.html,
jose faleiro,united states,microsoft,https://dblp.org/pers/f/Faleiro:Jose_M=.html,
jose macedo,brazil,universidade federal do cear,https://dblp.uni-trier.de/pers/hd/m/Mac=ecirc=do:Jos=eacute=_A=_F=_de,
jose martinez,united states,cornell university,https://dblp.org/pid/m/JFMartinez.html,
josep domingo-ferrer,spain,"universitat rovira i virgili, catalonia",https://dblp.uni-trier.de/pid/d/JDomingoFerrer.html,
joseph near,united states,university of vermont,https://dblp.org/pid/39/5361.html,
josiane mothe,france,"institut de recherche en informatique de toulouse, umr5505 cnrs, inspe, ut2j",https://dblp.uni-trier.de/pers/m/Mothe:Josiane.html,
joy arulraj,united states,ga tech,https://dblp.org/pid/127/3025.html,
joy arulraj,united states,georgia tech,https://dblp.org/pid/127/3025.html,
ju fan,china,renmin university of china,https://dblp.org/pers/f/Fan:Ju.html,
julia stoyanovich,united states,new york university,https://dblp.org/pid/s/JuliaStoyanovich.html,
julia stoyanovich,united states,nyu,https://dblp.org/pid/s/JuliaStoyanovich.html,
julian mcauley,united states,ucsd,https://dblp.uni-trier.de/pid/29/3483.html,
julian shun,united states,mit,https://dblp.org/pid/82/9876.html,
juliana freire,united states,new york university,https://dblp.org/pers/f/Freire:Juliana.html,
julien romero,france,"ltci, tlcom paris, institut polytechnique de paris",https://dblp.org/pers/hd/r/Romero:Julian,
jun gao,china,peking university,https://dblp.uni-trier.de/pid/82/4977-3.html,
jun xu,china,renmin university of china,https://dblp.org/pers/hd/x/Xu_0001:Jun,
jun yang,united states,duke university,https://dblp.uni-trier.de/pers/hd/y/Yang_0001:Jun,
junhao gan,australia,university of melbourne,https://dblp.org/pers/g/Gan:Junhao.html,
junhu wang,australia,"griffith university, australia",https://dblp.uni-trier.de/pers/w/Wang:Junhu.html,
justin levandoski,united states,google,https://dblp.org/pid/02/3658.html,
justin levandoski,united states,microsoft research,https://dblp.org/pid/02/3658.html,
jyoti leeka,united states,microsoft,https://dblp.org/pid/150/7163.html,
jyun-yu jiang,united states,"university of california, los angeles",https://dblp.org/pid/130/8167.html,
kai hui,germany,amazon,https://dblp.org/pers/h/Hui:Kai.html,
kai zeng,china,"alibaba, china",https://dblp.uni-trier.de/pers/hd/z/Zeng_0002:Kai,
kai zheng,china,university of electronic science and technology of china,https://dblp.org/pers/hd/z/Zheng_0001:Kai,
kaiping zheng,singapore,national university of singapore,https://dblp.org/pid/169/3246.html,
kaiqi zhao,new zealand,university of auckland,https://dblp.org/pid/127/6172-1.html,
kaiqun fu,united states,virginia tech,https://dblp.org/pers/f/Fu:Kaiqun.html,
kai-uwe sattler,germany,tu ilmenau,https://dblp.org/pid/s/KaiUweSattler.html,
kaiyu feng,singapore,ntu,https://dblp.org/pid/140/7434.html,
kalpa gunaratna,united states,samsung research,https://dblp.org/pers/g/Gunaratna:Kalpa.html,
kamalakar karlapalem,india,"cde, iiit hyderabad, india",https://dblp.org/pers/k/Karlapalem:Kamalakar.html,
kang liu,china,"national laboratory of pattern recognition,institute of automation, chinese academy of sciences",https://dblp.org/pers/hd/l/Liu_0001:Kang,
kangfei zhao,hong kong sar,the chinese university of hong kong,https://dblp.org/pid/169/1501.html,
karima echihabi,morocco,mohammed vi polytechnic university,https://dblp.org/pid/230/0570.html,
karima echihabi,morocco,mohammed vi polytechnic university,https://dblp.org/pid/230/0570.html,
karin murthy,united states,ibm,https://dblp.org/pers/m/Murthy:Karin.html,
karine zeitouni,france,universite de versailles-st-quentin,https://dblp.org/pid/z/KarineZeitouni.html,
karl aberer,switzerland,epfl,https://dblp.uni-trier.de/pers/a/Aberer:Karl.html,
karthik ramachandra,india,microsoft,https://dblp.uni-trier.de/pid/51/792-2.html,
karthik ramachandra,india,microsoft research,https://dblp.uni-trier.de/pid/51/792-2.html,
kartik talamadupula,united states,ibm research,https://dblp.org/pers/t/Talamadupula:Kartik.html,
katja hose,denmark,aalborg university,https://dblp.uni-trier.de/pers/h/Hose:Katja.html,
ke wang,canada,sfu,https://dblp.uni-trier.de/pers/hd/w/Wang_0001:Ke,
ke yang,united states,umass amherst,https://dblp.org/pid/80/4136.html,
ke yi,hong kong sar,"hong kong university of science and technology, hong kong",https://dblp.org/pid/43/1219-1.html,
kedar kulkarni,india,ibm,https://dblp.org/pid/115/6264.html,
ken barker,canada,university of calgary,https://dblp.org/pid/b/KenBarker1.html,
kenneth ross,united states,columbia university,https://dblp.org/pid/r/KARoss.html,
kenneth salem,canada,university of waterloo,https://dblp.uni-trier.de/pers/s/Salem:Kenneth.html,
keping bi,united states,university of massachusetts amherst,https://dblp.org/pers/b/Bi:Keping.html,
kevin chang,united states,university of illinois at urbana-champaign,https://dblp.uni-trier.de/pers/c/Chang:Kevin_Chen=Chuan.html,
kexin rong,united states,ga tech,https://dblp.org/pid/192/4560.html,
khuzaima daudjee,canada,university of waterloo,https://dblp.org/pers/d/Daudjee:Khuzaima.html,
kian-lee tan,singapore,national university of singapore,https://dblp.org/pers/t/Tan:Kian=Lee.html,
kiran garimella,united states,rutgers university,https://dblp.org/pid/117/4298.html,
kok-leong ong,australia,la trobe university,https://dblp.org/pid/68/6119.html,
koninika pal,germany,"max planck institute informatik, saarland informatics campus, germany",https://dblp.org/pers/p/Pal:Koninika.html,
konstantinos chatzikokolakis,france,ecole polytechnique of paris,https://dblp.org/pid/32/858.html,
konstantinos karanasos,united states,microsoft,https://dblp.org/pers/k/Karanasos:Konstantinos.html,
konstantinos karanasos,united states,microsoft,https://dblp.org/pers/k/Karanasos:Konstantinos.html,
lei chen,hong kong sar,hong kong university of science and technology,https://dblp.org/pid/c/LeiChen0002.html,
lei zou,china,peking university,https://dblp.org/pers/hd/z/Zou_0001:Lei,
leilani battle,united states,u of washington,https://dblp.org/pid/91/7584.html,
leong hou u,macao,university of macau,https://dblp.org/pers/u/U:Leong_Hou.html,
leopoldo bertossi,chile,universidad adolfo ibanez,https://dblp.org/pid/b/LEBertossi.html,
letizia tanca,italy,politecnico di milano,https://dblp.org/pers/t/Tanca:Letizia.html,
li xiong,united states,emory u,https://dblp.org/pers/hd/x/Xiong_0001:Li,
liana ermakova,france,"hcti ea-4249, universit de bretagne occidentale",https://dblp.org/pers/e/Ermakova:Liana.html,
liang chen,china,sun yat-sen university,https://dblp.uni-trier.de/pers/hd/c/Chen_0001:Liang,
liang pang,china,ict,https://dblp.org/pers/p/Pang:Liang.html,
liang-chih yu,taiwan,yuan ze university,https://dblp.org/pers/y/Yu:Liang=Chih.html,
lijun chang,australia,the university of sydney,https://dblp.uni-trier.de/pers/c/Chang:Lijun.html,
lili mou,canada,university of alberta,https://dblp.uni-trier.de/pers/m/Mou:Lili.html,
lin ma,united states,cmu,https://dblp.org/pid/74/3608-6.html,
lina yao,australia,the university of new south wales,https://dblp.org/pid/56/6651.html,
lingyang chu,canada,mcmaster university,https://dblp.org/pid/21/10575.html,
lini thomas,india,iiit hyderabad,https://dblp.org/pers/t/Thomas:Lini_T=.html,
linmei hu,china,beijing university of posts and telecommunications,https://dblp.org/pers/h/Hu:Linmei.html,
lipika dey,india,tcs innovation lab delhi,https://dblp.org/pers/d/Dey:Lipika.html,
liu yang,united states,google; university of massachusetts amherst,https://dblp.uni-trier.de/pers/hd/y/Yang_0005:Liu,
lorraine goeuriot,france,"univ. grenoble alpes, cnrs, grenoble inp, lig, 38000 grenoble, france",https://dblp.org/pers/g/Goeuriot:Lorraine.html,
louiqa raschid,united states,umcp,https://dblp.org/pers/r/Raschid:Louiqa.html,
lu chen,denmark,aalborg university,https://dblp.org/pid/69/157-1.html,
lu chen,denmark,"aalborg university, denmark",https://dblp.org/pid/69/157-1.html,
lu qin,australia,uts,https://dblp.org/pid/51/5585.html,
luc bouganim,france,inria,https://dblp.uni-trier.de/pers/b/Bouganim:Luc.html,
luca cagliero,italy,politecnico di torino,https://dblp.org/pid/60/7439.html,
luca soldaini,united states,amazon,https://dblp.org/pers/s/Soldaini:Luca.html,
lucas lersch,germany,amazon web services,https://dblp.org/pid/180/3171.html,
lucian popa,united states,ibm,https://dblp.org/pid/p/LucianPopa.html,
luciano barbosa,brazil,universidade federal de pernambuco,https://dblp.org/pid/80/468.html,
luis espinosa,spain,university of alicante,https://dblp.org/pers/hd/e/Espinosa:Luis,
lukasz golab,canada,university of waterloo,https://dblp.uni-trier.de/pers/g/Golab:Lukasz.html,
luna dong,united states,amazon.com,https://dblp.uni-trier.de/pers/d/Dong_0001:Xin.html,
luo mai,united kingdom,imperial college,https://dblp.org/pid/81/10470.html,
luo mai,united kingdom,university of edinburgh,https://dblp.org/pid/81/10470.html,
lyublena antova,united states,datometry,https://dblp.org/pers/a/Antova:Lyublena.html,
madhulika mohanty,india,iit delhi,https://dblp.org/pid/200/8759.html,
madhulika mohanty,france,inria saclay,https://dblp.org/pid/200/8759.html,
magdalena balazinska,united states,u. washington,https://dblp.org/pers/b/Balazinska:Magdalena.html,
mahardhika pratama,singapore,nanyang technological university,https://dblp.org/pers/p/Pratama:Mahardhika.html,
mainack mondal,india,"indian institute of technology, kharagpur",https://dblp.org/pid/87/8324.html,
mamoru komachi,japan,tokyo metropolitan university,https://dblp.uni-trier.de/pers/k/Komachi:Mamoru.html,
man lung yiu,hong kong sar,hong kong polytechnic university,https://dblp.org/pers/y/Yiu:Man_Lung.html,
manasi vartak,united states,verta,https://dblp.org/pers/v/Vartak:Manasi.html,
maneesh singh,united states,verisk analytics,https://dblp.org/pid/263/9205-1.html,
manica scannapieco,italy,istat,https://dblp.org/pers/s/Scannapieco:Monica.html,
manik gupta,india,"bits pilani, hyderabad campus",https://dblp.org/pers/g/Gupta:Manik.html,
manish gupta,india,microsoft,https://dblp.org/pid/g/ManishGupta1.html,
manish kesarwani,india,"ibm research, india",https://dblp.org/pid/210/0825.html,
manish singh,india,"indian institute of technology, hyderabad",https://dblp.uni-trier.de/pers/s/Singh_0002:Manish.html,
manjira sinha,india,xerox research center india,https://dblp.org/pers/s/Sinha:Manjira.html,
manoj agarwal,india,microsoft,https://dblp.org/pers/a/Agarwal:Manoj_K=.html,
manoj kumar chinnakotla,india,microsoft,https://dblp.org/pers/c/Chinnakotla:Manoj_Kumar.html,
manolis terrovitis,greece,imis,https://dblp.org/pers/t/Terrovitis:Manolis.html,
manos athanassoulis,united states,boston university,https://dblp.org/pers/a/Athanassoulis:Manos.html,
manos karpathiotakis,united kingdom,facebook,https://dblp.org/pers/k/Karpathiotakis:Manos.html,
manuel ciosici,united states,information sciences institute,https://dblp.org/pers/c/Ciosici:Manuel_R=.html,
marcelo arenas,chile,universidad catolica & imfd chile,https://dblp.org/pid/76/6735.html,
marco brambilla,italy,politecnico di milano,https://dblp.org/pers/hd/b/Brambilla_0001:Marco,
markus weimer,united states,microsoft,https://dblp.uni-trier.de/pers/w/Weimer:Markus.html,
martin atzmuller,netherlands,tilburg university,https://dblp.uni-trier.de/pers/a/Atzm=uuml=ller:Martin.html,
martin potthast,germany,bauhaus university,https://dblp.uni-trier.de/pers/p/Potthast:Martin.html,
martin theobald,luxembourg,university of luxembourg,https://dblp.org/pers/t/Theobald:Martin.html,
martin theobald,luxembourg,university of luxemburg,https://dblp.org/pers/t/Theobald:Martin.html,
marwan hassani,netherlands,eindhoven university of technology,https://dblp.org/pers/h/Hassani:Marwan.html,
masaru kitsuregawa,japan,university of tokyo,https://dblp.uni-trier.de/pers/k/Kitsuregawa:Masaru.html,
masatoshi yoshikawa,japan,kyoto university,https://dblp.org/pers/y/Yoshikawa:Masatoshi.html,
matei zaharia,united states,stanford and databricks,https://dblp.uni-trier.de/pers/z/Zaharia:Matei.html,
matteo golfarelli,italy,university of bologna,https://dblp.org/pers/g/Golfarelli:Matteo.html,
matteo interlandi,united states,microsoft,https://dblp.org/pid/49/10034.html,
matteo interlandi,united states,microsoft,https://dblp.org/pid/49/10034.html,
matteo lissandrini,denmark,aalborg university,https://dblp.org/pers/l/Lissandrini:Matteo.html,
matteo paganelli,italy,universitââ  di modena e reggio emilia,https://dblp.org/pid/206/0032.html,
matthaios olma,united states,microsoft research,https://dblp.org/pers/o/Olma:Matthaios.html,
matthias boehm,austria,graz university of technology,https://dblp.org/pid/75/887.html,
matthias boehm,united states,ibm almaden,https://dblp.org/pid/75/887.html,
matthias boehm,austria,tu graz,https://dblp.org/pid/75/887.html,
matthias brantner,united states,oracle inc.,https://dblp.org/pers/b/Brantner:Matthias.html,
matthias renz,united states,george mason univ.,https://dblp.org/pid/r/MatthiasRenz.html,
matthias renz,germany,university of kiel,https://dblp.org/pid/r/MatthiasRenz.html,
matthias weidlich,germany,humboldt-universitat zu berlin,https://dblp.org/pers/w/Weidlich:Matthias.html,
matthieu latapy,france,lip6,https://dblp.org/pers/l/Latapy:Matthieu.html,
maunendra sankar desarkar,india,"iit hyderabad, india",https://dblp.org/pers/d/Desarkar:Maunendra_Sankar.html,
maurizio  hernandez,united states,ibm,https://dblp.org/pid/56/451.html,
mauro conti,italy,university of padua,https://dblp.uni-trier.de/pers/c/Conti:Mauro.html,
max chevalier,france,irit,https://dblp.uni-trier.de/pers/c/Chevalier:Max.html,
max heimel,germany,snowflake,https://dblp.org/pid/77/3753.html,
max schleich,germany,relational ai,https://dblp.org/pid/181/5823.html,
maximilian schleich,united states,university of washington,https://dblp.org/pid/181/5823.html,
maya ramanath,india,iit delhi,https://dblp.org/pers/r/Ramanath:Maya.html,
mayank singh,india,indian institute of technology kharagpur,https://dblp.org/pid/96/4770.html,
mayank singh,india,"indian institute of technology, kharagpur",https://dblp.org/pid/96/4770.html,
mayukh das,india,"microsoft research lab, india",https://dblp.org/pid/186/1469.html,
mayukh das,united states,university of texas at dalas,https://dblp.org/pid/186/1469.html,
mayuresh  prakash kunjir,qatar,"qatar computing research institute, hbku",https://dblp.org/pid/71/11498.html,
md zia ullah,france,cnrs,https://dblp.org/pers/u/Ullah:Md_Zia.html,
megha khosla,germany,"l3s research center, leibniz university",https://dblp.org/pid/71/9649.html,
meihui zhang,china,beijing institute of technology,https://dblp.org/pid/08/7259.html,
