name,country,institution,dblp,pid,final_url,expertise
aoqian zhang,canada,university of waterloo,https://dblp.org/pid/163/0449.html,163-0449,https://dblp.org/pid/163/0449.html,6
john paparrizos,united states,university of chicago,https://dblp.org/pers/p/Paparrizos:John.html,163-0545,https://dblp.org/pid/163/0545.html,3
allison holloway,united states,oracle,https://dblp.org/pers/h/Holloway:Allison.html,163-3911,https://dblp.org/pid/163/3911.html,4
alireza heidari,canada,u waterloo,https://dblp.org/pid/164/1401.html,164-1401,https://dblp.org/pid/164/1401.html,4
eleni tsirita-zacharatou,germany,tu berlin,https://dblp.org/pers/z/Zacharatou:Eleni_Tzirita.html,164-7451,https://dblp.org/pid/164/7451.html,3
tsz nam chan,hong kong sar,hong kong baptist university,https://dblp.org/pid/166/7652.html,166-7652,https://dblp.org/pid/166/7652.html,10
mohamed s. hassan,united states,oracle,https://dblp.org/pid/166/8411.html,166-8411,https://dblp.org/pid/166/8411.html,3
hemant saxena,canada,waterloo univeresity,https://dblp.org/pid/167/2106.html,167-2106,https://dblp.org/pid/167/2106.html,3
filip ilievski,united states,isi,https://dblp.org/pers/i/Ilievski:Filip.html,167-4770,https://dblp.org/pid/167/4770.html,4
andreas kipf,united states,mit,https://dblp.org/pers/k/Kipf:Andreas.html,167-6469,https://dblp.org/pid/167/6469.html,7
sajjadur rahman,united states,megagon labs,https://dblp.org/pid/168/0294.html,168-0294,https://dblp.org/pid/168/0294.html,4
jonas traub,germany,technische universitu?t berlin,https://dblp.org/pers/t/Traub:Jonas.html,168-4993,https://dblp.org/pid/168/4993.html,9
shoumik palkar,united states,databricks,https://dblp.org/pid/168/9023.html,168-9023,https://dblp.org/pid/168/9023.html,1
weizhi ma,china,tsinghua university,https://dblp.org/pers/m/Ma:Weizhi.html,169-1390,https://dblp.org/pid/169/1390.html,8
kangfei zhao,hong kong sar,the chinese university of hong kong,https://dblp.org/pid/169/1501.html,169-1501,https://dblp.org/pid/169/1501.html,7
qingyao ai,united states,university of utah,https://dblp.uni-trier.de/pers/hd/a/Ai:Qingyao,169-1808,https://dblp.uni-trier.de/pid/169/1808.html,2
kaiping zheng,singapore,national university of singapore,https://dblp.org/pid/169/3246.html,169-3246,https://dblp.org/pid/169/3246.html,8
zhongle xie,china,"{'zhejiang university', 'nus ai innovation and commercialisation center'}",https://dblp.org/pid/169/3419.html,169-3419,https://dblp.org/pid/169/3419.html,1
zhaojing luo,singapore,national university of singapore,https://dblp.org/pid/169/3426.html,169-3426,https://dblp.org/pid/169/3426.html,9
riccardo tommasini,estonia,university of tartu,https://dblp.org/pid/169/8184.html,169-8184,https://dblp.org/pid/169/8184.html,9
nikos giatrakos,greece,technical university of crete,https://dblp.org/pid/17/1242.html,17-1242,https://dblp.org/pid/17/1242.html,2
naresh manwani,india,iiit hyderabad,https://dblp.org/pid/17/2536.html,17-2536,https://dblp.org/pid/17/2536.html,7
yusuke yamamoto,japan,shizuoka university,https://dblp.org/pers/y/Yamamoto:Yusuke.html,17-2778,https://dblp.org/pid/17/2778.html,10
ryan rossi,united states,adobe research,https://dblp.uni-trier.de/pers/r/Rossi:Ryan_A=.html,17-5085,https://dblp.uni-trier.de/pid/17/5085.html,3
carlos scheidegger,united states,the university of arizona,https://dblp.org/pers/s/Scheidegger:Carlos.html,17-5910,https://dblp.org/pid/17/5910.html,7
chanyoung park,united states,university of illinois at urbana-champaign,https://dblp.org/pers/p/Park:Chanyoung.html,170-5430,https://dblp.org/pid/170/5430.html,10
yikai zhang,hong kong sar,"{'chinese university of hong kong', 'cuhk'}",https://dblp.org/pid/171/4868.html,171-4868,https://dblp.org/pid/171/4868.html,9
wang-cheng kang,united states,university of california san diego,https://dblp.uni-trier.de/pers/k/Kang:Wang=Cheng.html,172-0874,https://dblp.uni-trier.de/pid/172/0874.html,4
yuncheng wu,singapore,national university of singapore,https://dblp.org/pid/172/5536.html,172-5536,https://dblp.org/pid/172/5536.html,1
haoyu huang,united states,google,https://dblp.org/pid/172/9415.html,172-9415,https://dblp.org/pid/172/9415.html,2
jianglei han,singapore,sap,https://dblp.org/pid/173/2707.html,173-2707,https://dblp.org/pid/173/2707.html,1
mengting wan,united states,"airbnb, inc",https://dblp.uni-trier.de/pers/hd/w/Wan:Mengting,173-4598,https://dblp.uni-trier.de/pid/173/4598.html,5
joel mackenzie,australia,the university of melbourne,https://dblp.uni-trier.de/pers/m/Mackenzie:Joel.html,174-0021,https://dblp.uni-trier.de/pid/174/0021.html,5
vraj shah,united states,"university of california, san diego",https://dblp.org/pid/174/9539.html,174-9539,https://dblp.org/pid/174/9539.html,7
ryan marcus,united states,mit,https://dblp.org/pers/m/Marcus:Ryan.html,175-1473,https://dblp.org/pid/175/1473.html,9
ester livshits,united kingdom,university of edinburgh,https://dblp.org/pid/177/8852.html,177-8852,https://dblp.org/pid/177/8852.html,9
ruobing xie,china,"wechat, tencent",https://dblp.org/pers/x/Xie:Ruobing.html,178-8590,https://dblp.org/pid/178/8590.html,3
tarique siddiqui,united states,microsoft research,https://dblp.org/pid/179/2728.html,179-2728,https://dblp.org/pid/179/2728.html,3
chenyan xiong,united states,microsoft,https://dblp.org/pers/x/Xiong:Chenyan.html,18-10886,https://dblp.org/pid/18/10886.html,3
andreas zufle,united states,george mason university,https://dblp.org/pid/18/2478.html,18-2478,https://dblp.org/pid/18/2478.html,4
chao huang,china,university of notre dame,https://dblp.org/pid/18/4087-1.html,18-4087-1,https://dblp.org/pid/18/4087-1.html,8
peixiang zhao,united states,"{'florida state university', 'florida state univ'}",https://dblp.org/pers/z/Zhao:Peixiang.html,18-4350,https://dblp.org/pid/18/4350.html,6
lucas lersch,germany,amazon web services,https://dblp.org/pid/180/3171.html,180-3171,https://dblp.org/pid/180/3171.html,8
brandon haynes,united states,"{'ms jim gray', 'gray systems lab, microsoft'}",https://dblp.org/pid/180/5761.html,180-5761,https://dblp.org/pid/180/5761.html,1
jian tang,canada,hec montreal & mila,https://dblp.org/pers/hd/t/Tang_0005:Jian,181-2667-5,https://dblp.org/pid/181/2667-5.html,8
qi li,china,tsinghua university,https://dblp.org/pid/181/2688-2.html,181-2688-2,https://dblp.org/pid/181/2688-2.html,4
qing li,hong kong sar,the hong kong polytechnic university,https://dblp.org/pid/181/2689-1.html,181-2689-1,https://dblp.org/pid/181/2689-1.html,1
zhuoyue zhao,united states,university at buffalo - suny,https://dblp.org/pid/181/5702.html,181-5702,https://dblp.org/pid/181/5702.html,8
ioannis demertzis,united states,ucsc,https://dblp.org/pid/181/5758.html,181-5758,https://dblp.org/pid/181/5758.html,4
"{'max schleich', 'maximilian schleich'}","{'united states', 'germany'}","{'relational ai', 'university of washington'}",https://dblp.org/pid/181/5823.html,181-5823,https://dblp.org/pid/181/5823.html,6
jianye yang,china,hunan university,https://dblp.org/pid/181/9099.html,181-9099,https://dblp.org/pid/181/9099.html,8
supun nakandala,united states,"university of california, san diego",https://dblp.org/pid/182/0250.html,182-0250,https://dblp.org/pid/182/0250.html,4
tobias grubenmann,germany,university of bonn,https://dblp.org/pid/183/0983.html,183-0983,https://dblp.org/pid/183/0983.html,3
aparna garimella,india,adobe research,https://dblp.org/pid/183/5034.html,183-5034,https://dblp.org/pid/183/5034.html,9
mohammad javad amiri,united states,university of pennsylvania,https://dblp.org/pid/183/8663.html,183-8663,https://dblp.org/pid/183/8663.html,3
harika abburi,india,iiit hyderabad,https://dblp.org/pid/184/2150.html,184-2150,https://dblp.org/pid/184/2150.html,9
manuel ciosici,united states,information sciences institute,https://dblp.org/pers/c/Ciosici:Manuel_R=.html,185-1013,https://dblp.org/pid/185/1013.html,2
brit youngmann,united states,mit,https://dblp.org/pid/185/4349.html,185-4349,https://dblp.org/pid/185/4349.html,2
remy wang,united states,u of washington,https://dblp.org/pid/185/9964.html,185-9964,https://dblp.org/pid/185/9964.html,2
mayukh das,"{'united states', 'india'}","{'university of texas at dalas', 'microsoft research lab, india'}",https://dblp.org/pid/186/1469.html,186-1469,https://dblp.org/pid/186/1469.html,6
pranay lohia,india,ibm research ai,https://dblp.org/pid/188/6387.html,188-6387,https://dblp.org/pid/188/6387.html,3
pranav maneriker,united states,the ohio state university,https://dblp.org/pid/188/7008.html,188-7008,https://dblp.org/pid/188/7008.html,9
nikita bhutani,united states,megagon labs,https://dblp.org/pid/188/9073.html,188-9073,https://dblp.org/pid/188/9073.html,4
zeyuan shang,united states,einblick analytics,https://dblp.org/pid/189/2405.html,189-2405,https://dblp.org/pid/189/2405.html,1
hannes voigt,germany,neo4j,https://dblp.org/pers/v/Voigt:Hannes.html,19-1082,https://dblp.org/pid/19/1082.html,4
xiubo geng,china,microsoft,https://dblp.org/pers/g/Geng:Xiubo.html,19-189,https://dblp.org/pid/19/189.html,1
ting deng,china,"beihang university, china",https://dblp.org/pers/d/Deng:Ting.html,19-2205,https://dblp.org/pid/19/2205.html,5
rui yan,china,peking university,https://dblp.org/pers/hd/y/Yan_0001:Rui,19-2405-1,https://dblp.org/pid/19/2405-1.html,4
arlei silva,united states,ucsb,https://dblp.org/pers/s/Silva:Arlei.html,19-2546,https://dblp.org/pid/19/2546.html,8
xu han,china,tsinghua university,https://dblp.uni-trier.de/pers/hd/h/Han:Xu,19-3011,https://dblp.uni-trier.de/pid/19/3011.html,8
dimitris sacharidis,austria,ulb,https://dblp.org/pid/19/4428.html,19-4428,https://dblp.org/pid/19/4428.html,7
suprio ray,canada,university of new brunswick,https://dblp.org/pid/19/5099.html,19-5099,https://dblp.org/pid/19/5099.html,3
subba reddy oota,india,teradata,https://dblp.org/pers/o/Oota:Subba_Reddy.html,190-1709,https://dblp.org/pid/190/1709.html,1
yatian shen,china,"school of computer science, henan university",https://dblp.org/pers/s/Shen:Yatian.html,190-7921,https://dblp.org/pid/190/7921.html,1
hamed khanpour,united states,university of north texas,https://dblp.org/pers/k/Khanpour:Hamed.html,191-6085,https://dblp.org/pid/191/6085.html,3
kexin rong,united states,ga tech,https://dblp.org/pid/192/4560.html,192-4560,https://dblp.org/pid/192/4560.html,6
caihua shan,hongkong sar,the university of hong kong,https://dblp.org/pid/193/1652.html,193-1652,https://dblp.org/pid/193/1652.html,7
iqra altaf gillani,india,indian institute of technology delhi,https://dblp.uni-trier.de/pid/194/2827.html,194-2827,https://dblp.uni-trier.de/pid/194/2827.html,6
prerna agarwal,india,ibm,https://dblp.org/pid/194/4909.html,194-4909,https://dblp.org/pid/194/4909.html,6
choiru zain,australia,latrobe university australia,https://dblp.org/pers/hd/z/Za=in:Choiru,198-4308,https://dblp.org/pid/198/4308.html,6
pinkesh badjatiya,india,iiit hyderabad,https://dblp.org/pid/198/5418.html,198-5418,https://dblp.org/pid/198/5418.html,3
victor junqiu wei,hong kong sar,hong kong polytechnic university,https://dblp.org/pid/199/6298.html,199-6298,https://dblp.org/pid/199/6298.html,6
ugo comignani,france,grenoble inp,https://dblp.org/pid/199/6350.html,199-6350,https://dblp.org/pid/199/6350.html,8
sandeep tata,united states,"google, usa",https://dblp.org/pers/t/Tata:Sandeep.html,20-1055,https://dblp.org/pid/20/1055.html,2
chun ouyang,australia,queensland university of technology,https://dblp.org/pid/20/1969-1.html,20-1969-1,https://dblp.org/pid/20/1969-1.html,5
ming liu,china,harbin institute of technology,https://dblp.uni-trier.de/pers/hd/l/Liu_0018:Ming,20-2039-18,https://dblp.uni-trier.de/pid/20/2039-18.html,1
aparna varde,united states,montclair state university,https://dblp.uni-trier.de/pers/v/Varde:Aparna_S=.html,20-3559,https://dblp.uni-trier.de/pid/20/3559.html,1
zhifeng bao,australia,rmit university,https://dblp.uni-trier.de/pers/b/Bao:Zhifeng.html,20-3716,https://dblp.uni-trier.de/pid/20/3716.html,5
shaoxu song,china,tsinghua university,https://dblp.org/pers/s/Song:Shaoxu.html,20-3883,https://dblp.org/pid/20/3883.html,3
bongki moon,south korea,seoul national university,https://dblp.org/pers/m/Moon:Bongki.html,20-6358,https://dblp.org/pid/20/6358.html,4
dong xie,united states,penn state university,https://dblp.org/pid/20/6977-1.html,20-6977-1,https://dblp.org/pid/20/6977-1.html,3
qiang yin,china,alibaba group,https://dblp.org/pers/y/Yin:Qiang.html,20-9622,https://dblp.org/pid/20/9622.html,1
michael mior,united states,"{'rit', 'rochester institute of technology'}",https://dblp.org/pid/20/9709.html,20-9709,https://dblp.org/pid/20/9709.html,1
morakot choetkiertikul,thailand,mahidol university,https://dblp.org/pid/20/9870.html,20-9870,https://dblp.org/pid/20/9870.html,5
behrooz omidvar-tehrani,united states,amazon,https://dblp.org/pid/200/8321.html,200-8321,https://dblp.org/pid/200/8321.html,6
madhulika mohanty,"{'india', 'france'}","{'iit delhi', 'inria saclay'}",https://dblp.org/pid/200/8759.html,200-8759,https://dblp.org/pid/200/8759.html,3
luis espinosa,spain,university of alicante,https://dblp.org/pers/hd/e/Espinosa:Luis,201-1097,https://dblp.org/pid/201/1097.html,9
ganesh jawahar,france,inria,https://dblp.org/pers/j/Jawahar:Ganesh.html,203-9710,https://dblp.org/pid/203/9710.html,5
renqin cai,united states,university of virginia,https://dblp.org/pers/c/Cai:Renqin.html,204-0158,https://dblp.org/pid/204/0158.html,8
suppanut pothirattanachaikul,japan,kyoto university,https://dblp.uni-trier.de/pers/hd/p/Pothirattanachaikul:Suppanut,204-3779,https://dblp.uni-trier.de/pid/204/3779.html,1
rajmohan c,india,ibm,https://dblp.org/pid/205/9137.html,205-9137,https://dblp.org/pid/205/9137.html,5
matteo paganelli,italy,universitââ  di modena e reggio emilia,https://dblp.org/pid/206/0032.html,206-0032,https://dblp.org/pid/206/0032.html,3
zhiwen tang,united states,georgetown university,https://dblp.org/pers/t/Tang:Zhiwen.html,206-4549,https://dblp.org/pid/206/4549.html,1
peng zhang,china,tianjin university,https://dblp.uni-trier.de/pers/hd/z/Zhang_0002:Peng,21-1048-2,https://dblp.uni-trier.de/pid/21/1048-2.html,4
lingyang chu,canada,mcmaster university,https://dblp.org/pid/21/10575.html,21-10575,https://dblp.org/pid/21/10575.html,5
wei-shinn ku,united states,"{'auburn university', 'national science foundation'}",https://dblp.uni-trier.de/pid/21/1694.html,21-1694,https://dblp.uni-trier.de/pid/21/1694.html,7
fan zhang,china,guangzhou university,https://dblp.org/pid/21/3626-36.html,21-3626-36,https://dblp.org/pid/21/3626-36.html,1
jae w. lee,south korea,seoul national university,https://dblp.org/pid/21/4685.html,21-4685,https://dblp.org/pid/21/4685.html,3
sudhanshu singh,india,ey,https://dblp.org/pid/21/5625.html,21-5625,https://dblp.org/pid/21/5625.html,2
shou lidan,china,zhejiang university,https://dblp.org/pers/s/Shou:Lidan.html,21-5967,https://dblp.org/pid/21/5967.html,9
alexander thomson,united states,google,https://dblp.org/pid/21/8510.html,21-8510,https://dblp.org/pid/21/8510.html,10
manish kesarwani,india,"ibm research, india",https://dblp.org/pid/210/0825.html,210-0825,https://dblp.org/pid/210/0825.html,6
sahil chelaramani,india,"international institute of information technology, hyderabad",https://dblp.org/pid/213/4131.html,213-4131,https://dblp.org/pid/213/4131.html,10
shengchao liu,united states,university of wisconsin-madison,https://dblp.uni-trier.de/pers/hd/l/Liu:Shengchao,217-7022,https://dblp.uni-trier.de/pid/217/7022.html,3
benjamin hattasch,germany,tu-darmstadt,https://dblp.org/pid/218/5225.html,218-5225,https://dblp.org/pid/218/5225.html,8
prathosh ap,india,indian institute of technology,https://dblp.org/pers/hd/p/P=:Prathosh_A=,218-5887,https://dblp.org/pid/218/5887.html,8
andri ashfahani,singapore,nanyang technological university,https://dblp.org/pers/a/Ashfahani:Andri.html,218-6513,https://dblp.org/pid/218/6513.html,2
ruhi sharma mittal,india,ibm research,https://dblp.org/pid/218/9188.html,218-9188,https://dblp.org/pid/218/9188.html,6
manik gupta,india,"bits pilani, hyderabad campus",https://dblp.org/pers/g/Gupta:Manik.html,22-10701,https://dblp.org/pid/22/10701.html,7
martin atzmuller,netherlands,tilburg university,https://dblp.uni-trier.de/pers/a/Atzm=uuml=ller:Martin.html,22-4732,https://dblp.uni-trier.de/pid/22/4732.html,2
salil joshi,india,american express big data labs,https://dblp.org/pid/22/835-1.html,22-835-1,https://dblp.org/pid/22/835-1.html,10
andreea-ioana deac,united kingdom,university of cambridge,https://dblp.org/pers/d/Deac:Andreea.html,222-3221,https://dblp.org/pid/222/3221.html,2
jees augustine,united states,micrsoft,https://dblp.org/pid/222/9741.html,222-9741,https://dblp.org/pid/222/9741.html,10
daheng wang,united states,university of notre dame,https://dblp.uni-trier.de/pers/hd/w/Wang:Daheng,223-3148,https://dblp.uni-trier.de/pid/223/3148.html,1
zhangming chan,china,peking university,https://dblp.org/pers/c/Chan:Zhangming.html,224-5573,https://dblp.org/pid/224/5573.html,8
eliana pastor,italy,politecnico di torino,https://dblp.org/pid/225/2019.html,225-2019,https://dblp.org/pid/225/2019.html,1
roman vainshtein,israel,ben gurion university,https://dblp.org/pers/hd/v/Vainshtein:Roman,228-2573,https://dblp.org/pid/228/2573.html,9
hao wei,united states,"amazon, usa",https://dblp.uni-trier.de/pers/h/Hao:Wei.html,23-1867,https://dblp.uni-trier.de/pid/23/1867.html,6
ruggero g. pensa,italy,"university of torino, italy",https://dblp.org/pers/p/Pensa:Ruggero_G=.html,23-1886,https://dblp.org/pid/23/1886.html,7
xueyan tang,singapore,ntu,https://dblp.org/pid/23/2460.html,23-2460,https://dblp.org/pid/23/2460.html,10
man lung yiu,hong kong sar,hong kong polytechnic university,https://dblp.org/pers/y/Yiu:Man_Lung.html,23-282,https://dblp.org/pid/23/282.html,7
natwar modani,india,adobe research,https://dblp.org/pers/m/Modani:Natwar.html,23-3743,https://dblp.org/pid/23/3743.html,10
fatemeh nargesian,united states,university of rochester,https://dblp.org/pid/23/7274.html,23-7274,https://dblp.org/pid/23/7274.html,3
vikas raykar,india,ibm,https://dblp.org/pid/23/816.html,23-816,https://dblp.org/pid/23/816.html,2
karima echihabi,morocco,mohammed vi polytechnic university,https://dblp.org/pid/230/0570.html,230-0570,https://dblp.org/pid/230/0570.html,9
heli helskyaho,finland,university of helsinki,https://dblp.uni-trier.de/pers/hd/h/Helskyaho:Heli,237-4617,https://dblp.uni-trier.de/pid/237/4617.html,8
haridimos kondylakis,greece,forth-ics,https://dblp.org/pid/24/279.html,24-279,https://dblp.org/pid/24/279.html,10
eduardo ogasawara,brazil,cefet-rj,https://dblp.org/pid/24/788.html,24-788,https://dblp.org/pid/24/788.html,7
raoni lourenco,united states,new york university,https://dblp.org/pid/241/7225.html,241-7225,https://dblp.org/pid/241/7225.html,9
jason choi,united states,emory university,https://dblp.uni-trier.de/pers/hd/c/Choi:Jason_Ingyu,245-1850,https://dblp.uni-trier.de/pid/245/1850.html,4
ran le,china,"peking university, icst",https://dblp.uni-trier.de/pers/hd/l/Le:Ran,245-6042,https://dblp.uni-trier.de/pid/245/6042.html,4
zixian huang,china,nanjing university,https://dblp.uni-trier.de/pers/hd/h/Huang:Zixian,247-5762,https://dblp.uni-trier.de/pid/247/5762.html,1
jan toenshoff,germany,rwth,https://dblp.org/pid/249/2597.html,249-2597,https://dblp.org/pid/249/2597.html,8
tingjian ge,united states,"{'university of massachusetts at lowell', 'university of massachusetts, lowell'}",https://dblp.uni-trier.de/pers/g/Ge:Tingjian.html,25-2228,https://dblp.uni-trier.de/pid/25/2228.html,3
reza akbarinia,france,inria,https://dblp.org/pers/a/Akbarinia:Reza.html,25-3618,https://dblp.org/pid/25/3618.html,7
peter alvaro,united states,uc santa cruz,https://dblp.org/pers/a/Alvaro:Peter.html,25-4106,https://dblp.org/pid/25/4106.html,2
yuan yao,china,tsinghua university,https://dblp.uni-trier.de/pers/hd/y/Yao_0013:Yuan,25-4120-13,https://dblp.uni-trier.de/pid/25/4120-13.html,2
jeremy kepner,united states,mit,https://dblp.org/pid/25/6583.html,25-6583,https://dblp.org/pid/25/6583.html,7
yang cao,japan,kyoto university,https://dblp.uni-trier.de/pers/hd/c/Cao_0011:Yang,25-7045-11,https://dblp.uni-trier.de/pid/25/7045-11.html,6
yang cao,united kingdom,university of edinburgh,https://dblp.uni-trier.de/pers/hd/c/Cao_0012:Yang,25-7045-12,https://dblp.uni-trier.de/pid/25/7045-12.html,3
manasi vartak,united states,verta,https://dblp.org/pers/v/Vartak:Manasi.html,25-7592,https://dblp.org/pid/25/7592.html,9
hannes muehleisen,netherlands,cwi,https://dblp.uni-trier.de/pid/25/9489.html,25-9489,https://dblp.uni-trier.de/pid/25/9489.html,10
tuan-anh hoang,germany,"l3s research center, leibniz university of hanover",https://dblp.org/pers/h/Hoang:Tuan=Anh.html,25-9994,https://dblp.org/pid/25/9994.html,6
philipp christmann,germany,"max planck institute for informatics, saarland informatics campus",https://dblp.uni-trier.de/pers/hd/c/Christmann:Philipp,250-2789,https://dblp.uni-trier.de/pid/250/2789.html,10
sunil kumar maurya,japan,tokyo institute of technology,https://dblp.uni-trier.de/pers/hd/m/Maurya:Sunil_Kumar,251-9524,https://dblp.uni-trier.de/pid/251/9524.html,10
nikolaos tziavelis,united states,northeastern university,https://dblp.org/pid/254/0972.html,254-0972,https://dblp.org/pid/254/0972.html,6
yile chen,singapore,nanyang technological university,https://dblp.org/pid/256/9091.html,256-9091,https://dblp.org/pid/256/9091.html,1
saeed salem,united states,north dakota state university,https://dblp.org/pers/s/Salem:Saeed.html,26-101,https://dblp.org/pid/26/101.html,4
supratim ghosh,singapore,singapore university of technology and design,https://dblp.org/pid/26/11046.html,26-11046,https://dblp.org/pid/26/11046.html,10
bo xu,china,donghua university,https://dblp.org/pid/26/1194-23.html,26-1194-23,https://dblp.org/pid/26/1194-23.html,6
